anime_id,name,episodes,aired,image_url,genres,type
1188,ねらわれた学園,1,"Oct 19, 2012",https://cdn.myanimelist.net/images/anime/2/43807.jpg,"Romance, School, Sci-Fi",Movie
548,デビルサバイバー２ THE ANIMATION,13,"Apr 5, 2013 to Jun 28, 2013",https://cdn.myanimelist.net/images/anime/11/47191.jpg,"Action, Demons, Supernatural",TV
103,獣兵衛忍風帖,1,"Jun 5, 1993",https://cdn.myanimelist.net/images/anime/1834/116568.jpg,"Adventure, Historical, Horror, Supernatural, Romance, Samurai, Fantasy, Shounen",Movie
1632,To LOVEる -とらぶる-,6,"Apr 3, 2009 to Apr 2, 2010",https://cdn.myanimelist.net/images/anime/2/17923.jpg,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",OVA
222,ヒロイック・エイジ,26,"Apr 2, 2007 to Oct 1, 2007",https://cdn.myanimelist.net/images/anime/12/50435.jpg,"Action, Mecha, Military, Sci-Fi, Space",TV
418,かりん,24,"Nov 3, 2005 to May 11, 2006",https://cdn.myanimelist.net/images/anime/3/46833.jpg,"Comedy, Romance, Vampire, School, Shounen",TV
1658,東京喰種 トーキョーグール【JACK】,1,"Sep 30, 2015",https://cdn.myanimelist.net/images/anime/1739/123152.jpg,"Action, Horror, Supernatural, Drama, School, Seinen",OVA
1793,俺が好きなのは妹だけど妹じゃない,10,"Oct 10, 2018 to Dec 19, 2018",https://cdn.myanimelist.net/images/anime/1359/96152.jpg,"Comedy, Ecchi, Romance",TV
1290,アグレッシブ烈子,10,"Apr 20, 2018",https://cdn.myanimelist.net/images/anime/1566/129181.jpg,"Slice of Life, Comedy",ONA
1500,だんちがい,12,"Jul 10, 2015 to Sep 25, 2015",https://cdn.myanimelist.net/images/anime/7/74879.jpg,"Comedy, Slice of Life",TV
1076,マギアレコード 魔法少女まどか☆マギカ外伝 (TV),13,"Jan 5, 2020 to Mar 29, 2020",https://cdn.myanimelist.net/images/anime/1786/104783.jpg,"Psychological, Drama, Magic, Thriller",TV
34,攻殻機動隊 STAND ALONE COMPLEX,26,"Oct 1, 2002 to Oct 1, 2003",https://cdn.myanimelist.net/images/anime/11/50857.jpg,"Action, Military, Sci-Fi, Police, Mecha, Seinen",TV
689,ブラスレイター,24,"Apr 6, 2008 to Sep 28, 2008",https://cdn.myanimelist.net/images/anime/1154/133811.jpg,"Action, Sci-Fi",TV
1785,SHOW BY ROCK!!（ショウ・バイ・ロック!!）,12,"Apr 5, 2015 to Jun 21, 2015",https://cdn.myanimelist.net/images/anime/7/73674.jpg,"Comedy, Music",TV
265,劇場版 魔法少女まどか☆マギカ 始まりの物語,1,"Oct 6, 2012",https://cdn.myanimelist.net/images/anime/6/42331.jpg,"Psychological, Drama, Magic, Thriller",Movie
434,ベン・トー,12,"Oct 9, 2011 to Dec 25, 2011",https://cdn.myanimelist.net/images/anime/12/73984.jpg,"Action, Comedy, Martial Arts",TV
1118,青の祓魔師(エクソシスト) 裏エク,10,"Jun 22, 2011 to Mar 21, 2012",https://cdn.myanimelist.net/images/anime/11/38149.jpg,"Action, Fantasy, Supernatural, Shounen",Special
751,べるぜバブ,60,"Jan 9, 2011 to Mar 25, 2012",https://cdn.myanimelist.net/images/anime/3/28013.jpg,"Action, Comedy, Demons, Supernatural, School, Shounen",TV
385,ツバサ・クロニクル 第2シリーズ,26,"Apr 29, 2006 to Nov 4, 2006",https://cdn.myanimelist.net/images/anime/4/6554.jpg,"Action, Adventure, Fantasy, Romance, Supernatural, Drama, Mystery, Shounen",TV
974,凪のあすから,26,"Oct 3, 2013 to Apr 3, 2014",https://cdn.myanimelist.net/images/anime/7/53549.jpg,"Drama, Fantasy, Romance",TV
701,コードギアス 反逆のルルーシュⅠ 興道,1,"Oct 21, 2017",https://cdn.myanimelist.net/images/anime/6/87709.jpg,"Action, Military, Sci-Fi, Super Power, Mecha, School",Movie
1248,それでも世界は美しい,12,"Apr 6, 2014 to Jun 29, 2014",https://cdn.myanimelist.net/images/anime/4/59259.jpg,"Adventure, Romance, Fantasy, Shoujo",TV
342,東京魔人學園剣風帖　龖（トウ）,14,"Jan 19, 2007 to Apr 20, 2007",https://cdn.myanimelist.net/images/anime/1894/113730.jpg,"Action, Horror, Supernatural, Drama, Martial Arts, Fantasy, School",TV
515,ヴィンランド・サガ,24,"Jul 8, 2019 to Dec 30, 2019",https://cdn.myanimelist.net/images/anime/1500/103005.jpg,"Action, Adventure, Drama, Historical, Seinen",TV
1692,キリングバイツ,12,"Jan 13, 2018 to Mar 31, 2018",https://cdn.myanimelist.net/images/anime/13/90087.jpg,"Action, Ecchi, Sci-Fi, Seinen",TV
309,スクールランブル 二学期,26,"Apr 3, 2006 to Sep 25, 2006",https://cdn.myanimelist.net/images/anime/5/75490.jpg,"Comedy, Romance, School, Shounen",TV
1422,幸腹グラフィティ,12,"Jan 9, 2015 to Mar 27, 2015",https://cdn.myanimelist.net/images/anime/4/71963.jpg,"Slice of Life, Comedy, Seinen",TV
978,全职高手特别篇,3,"Apr 27, 2018 to May 11, 2018",https://cdn.myanimelist.net/images/anime/1825/91514.jpg,"Action, Game",ONA
296,のだめカンタービレ,23,"Jan 12, 2007 to Jun 15, 2007",https://cdn.myanimelist.net/images/anime/9/11986.jpg,"Music, Slice of Life, Comedy, Drama, Romance, Josei",TV
865,劇場版 Fate/kaleid liner プリズマ☆イリヤ 雪下の誓い,1,"Aug 26, 2017",https://cdn.myanimelist.net/images/anime/1996/93042.jpg,"Action, Fantasy, Magic",Movie
378,シグルイ,12,"Jul 19, 2007 to Oct 11, 2007",https://cdn.myanimelist.net/images/anime/1440/115872.jpg,"Action, Historical, Psychological, Drama, Martial Arts, Samurai, Seinen",TV
1741,イナズマイレブン,127,"Oct 5, 2008 to Apr 27, 2011",https://cdn.myanimelist.net/images/anime/1854/94704.jpg,"Sports, Super Power, Shounen",TV
1097,田中くんはいつもけだるげ,12,"Apr 9, 2016 to Jun 25, 2016",https://cdn.myanimelist.net/images/anime/1189/111994.jpg,"Slice of Life, Comedy, School",TV
890,リトルウィッチアカデミア,1,"Mar 2, 2013",https://cdn.myanimelist.net/images/anime/2/42989.jpg,"Adventure, Comedy, Magic, Fantasy, School",Movie
879,ひぐらしのなく頃に煌,4,"Jul 21, 2011 to Jan 25, 2012",https://cdn.myanimelist.net/images/anime/6/29774.jpg,"Mystery, Parody",OVA
500,レイヴ,51,"Oct 13, 2001 to Sep 28, 2002",https://cdn.myanimelist.net/images/anime/9/20134.jpg,"Adventure, Comedy, Fantasy, Romance, Shounen",TV
325,一騎当千 Dragon Destiny,12,"Feb 26, 2007 to May 14, 2007",https://cdn.myanimelist.net/images/anime/6/85202.jpg,"Action, Super Power, Ecchi, Martial Arts, School",TV
1285,おとめ妖怪 ざくろ,13,"Oct 5, 2010 to Dec 28, 2010",https://cdn.myanimelist.net/images/anime/5/85430.jpg,"Demons, Historical, Military, Romance, Seinen, Supernatural",TV
929,劇場版「進撃の巨人」前編～紅蓮の弓矢～,1,"Nov 22, 2014",https://cdn.myanimelist.net/images/anime/7/63283.jpg,"Action, Drama, Fantasy, Shounen, Super Power",Movie
