anime_id,name,episodes,aired,image_url,genres,type
78,カウボーイビバップ 天国の扉,1,"Sep 1, 2001",https://cdn.myanimelist.net/images/anime/1439/93480.jpg,"Action, Drama, Mystery, Sci-Fi, Space",Movie
1519,銀魂°,51,"Apr 8, 2015 to Mar 30, 2016",https://cdn.myanimelist.net/images/anime/3/72078.jpg,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV
347,続 夏目友人帳,13,"Jan 6, 2009 to Mar 31, 2009",https://cdn.myanimelist.net/images/anime/4/79738.jpg,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV
1221,ベルサイユのばら,40,"Oct 10, 1979 to Sep 3, 1980",https://cdn.myanimelist.net/images/anime/9/57043.jpg,"Military, Historical, Drama, Romance, Shoujo",TV
274,蟲師 続章,10,"Oct 19, 2014 to Dec 21, 2014",https://cdn.myanimelist.net/images/anime/9/68095.jpg,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV
297,ノエイン もうひとりの君へ,24,"Oct 12, 2005 to Mar 29, 2006",https://cdn.myanimelist.net/images/anime/1/584.jpg,"Sci-Fi, Adventure, Slice of Life, Drama",TV
220,ハチミツとクローバー,24,"Apr 15, 2005 to Sep 27, 2005",https://cdn.myanimelist.net/images/anime/1301/133577.jpg,"Comedy, Drama, Josei, Romance, Slice of Life",TV
1561,夏目友人帳 伍,11,"Oct 5, 2016 to Dec 21, 2016",https://cdn.myanimelist.net/images/anime/11/81755.jpg,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV
874,はじめの一歩 -Champion Road-,1,"Apr 18, 2003",https://cdn.myanimelist.net/images/anime/9/2361.jpg,"Comedy, Shounen, Sports",Special
203,イヴの時間,6,"Aug 1, 2008 to Sep 18, 2009",https://cdn.myanimelist.net/images/anime/13/19480.jpg,"Sci-Fi, Slice of Life",ONA
1368,宇宙戦艦ヤマト2199,26,"May 25, 2012 to Oct 25, 2013",https://cdn.myanimelist.net/images/anime/2/36607.jpg,"Action, Military, Sci-Fi, Space, Drama",OVA
875,はじめの一歩 間柴vs木村 死刑執行,1,"Sep 5, 2003",https://cdn.myanimelist.net/images/anime/4/64737.jpg,"Comedy, Sports, Shounen",OVA
181,BLACK LAGOON The Second Barrage,12,"Oct 3, 2006 to Dec 19, 2006",https://cdn.myanimelist.net/images/anime/3/83748.jpg,"Action, Seinen",TV
973,〈物語〉シリーズ セカンドシーズン,26,"Jul 7, 2013 to Dec 29, 2013",https://cdn.myanimelist.net/images/anime/1807/121534.jpg,"Mystery, Comedy, Supernatural, Romance, Vampire",TV
40,蟲師,26,"Oct 23, 2005 to Jun 19, 2006",https://cdn.myanimelist.net/images/anime/2/73862.jpg,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",TV
175,青い文学シリーズ,12,"Oct 11, 2009 to Dec 27, 2009",https://cdn.myanimelist.net/images/anime/10/17471.jpg,"Drama, Historical, Psychological, Seinen, Thriller",TV
966,傷物語〈Ⅲ冷血篇〉,1,"Jan 6, 2017",https://cdn.myanimelist.net/images/anime/1084/112813.jpg,"Action, Mystery, Supernatural, Vampire",Movie
275,蟲師 続章,1,"Aug 20, 2014",https://cdn.myanimelist.net/images/anime/8/63539.jpg,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Special
56,涼宮ハルヒの消失,1,"Feb 6, 2010",https://cdn.myanimelist.net/images/anime/1248/112352.jpg,"Comedy, Mystery, Romance, School, Sci-Fi, Supernatural",Movie
362,ef - a tale of memories.,12,"Oct 7, 2007 to Dec 23, 2007",https://cdn.myanimelist.net/images/anime/1246/107820.jpg,"Mystery, Drama, Romance",TV
972,魔道祖师,15,"Jul 9, 2018 to Oct 6, 2018",https://cdn.myanimelist.net/images/anime/1253/93893.jpg,"Action, Adventure, Mystery, Historical, Supernatural",ONA
951,満月をさがして,52,"Apr 6, 2002 to Mar 29, 2003",https://cdn.myanimelist.net/images/anime/1900/99154.jpg,"Music, Comedy, Supernatural, Drama, Romance, Shoujo",TV
315,亡念のザムド,26,"Jul 15, 2008 to Feb 4, 2009",https://cdn.myanimelist.net/images/anime/2/23189.jpg,"Action, Military, Sci-Fi, Adventure",ONA
665,キングダム 第2シリーズ,39,"Jun 8, 2013 to Mar 2, 2014",https://cdn.myanimelist.net/images/anime/13/53589.jpg,"Action, Military, Historical, Seinen",TV
686,闘牌伝説アカギ　闇に舞い降りた天才,26,"Oct 5, 2005 to Mar 29, 2006",https://cdn.myanimelist.net/images/anime/11/53587.jpg,"Game, Psychological, Thriller, Seinen",TV
120,るろうに剣心―明治剣客浪漫譚―追憶編,4,"Feb 20, 1999 to Sep 22, 1999",https://cdn.myanimelist.net/images/anime/1391/120839.jpg,"Action, Historical, Drama, Romance, Martial Arts, Samurai, Shounen",OVA
1284,蟲師 特別篇「日蝕む翳」,1,"Jan 4, 2014",https://cdn.myanimelist.net/images/anime/10/59315.jpg,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",Special
152,灰羽連盟,13,"Oct 10, 2002 to Dec 19, 2002",https://cdn.myanimelist.net/images/anime/9/13134.jpg,"Slice of Life, Mystery, Psychological, Drama, Fantasy",TV
245,劇場版 空の境界 the Garden of sinners 第七章『殺人考察（後）』,1,"Aug 8, 2009",https://cdn.myanimelist.net/images/anime/9/56619.jpg,"Action, Mystery, Supernatural, Romance, Thriller",Movie
9,カウボーイビバップ,26,"Apr 3, 1998 to Apr 24, 1999",https://cdn.myanimelist.net/images/anime/4/19644.jpg,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",TV
254,キノの旅 -the Beautiful World-,13,"Apr 8, 2003 to Jul 8, 2003",https://cdn.myanimelist.net/images/anime/1763/95397.jpg,"Action, Adventure, Psychological, Slice of Life",TV
361,ef - a tale of melodies.,12,"Oct 7, 2008 to Dec 23, 2008",https://cdn.myanimelist.net/images/anime/1675/131993.jpg,"Mystery, Supernatural, Drama, Romance",TV
