anime_id,prediction_explicit,prediction_implicit,novelty,genres,name,type,episodes,aired,producers,licensors,studios,source,duration,rating,synopsis,image_url,unknown,score
3783,0.7663938403129578,0.0050526647828519,2.2381091677063902,"Action, Mystery, Supernatural, Drama, Thriller",劇場版 空の境界 the Garden of sinners 第三章『痛覚残留』,Movie,1,"Feb 9, 2008",Notes,Aniplex of America,ufotable,Light novel,59 min.,R+ - Mild Nudity,"On a solemn night in July 1998, teenager Fujino Asagami is mercilessly raped by a street gang in a dilapidated bar. No matter what physical or sexual abuse they deal, however, the girl regards her captors with the same apathetic expression. The next day, mangled bodies are discovered in that same building, so torn apart that investigators find it infeasible to even consider the culprit human.

Elsewhere, a client request reaches Touko Aozaki's detective agency, tasking Shiki Ryougi with either capturing or killing the perpetrator of last night's incident. But soon, word spreads that a single survivor escaped the slaughter, and now the murderer is plowing down everything in their path to locate and exterminate him. A brutal race against time begins, pitting Shiki against a dangerous foe imperceptible even to her legendary eyes.",https://cdn.myanimelist.net/images/anime/4/21735.jpg,0.6215643344890519,0.7374279391481766
8676,0.7399502992630005,0.0033645138610154,2.0819484369511074,"Slice of Life, Comedy, Romance, School",アマガミSS,TV,25,"Jul 2, 2010 to Dec 24, 2010","Pony Canyon, TBS, Movic",Sentai Filmworks,AIC,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,"Two years ago, Junichi Tachibana had a date on Christmas Eve but was stood up instead. Since then, he has had a hard time showing others his true feelings in fear of being rejected again. However, as luck would have it, Junichi may have a second chance at love when he meets several girls whom he becomes romantically interested in: Haruka Morishima, the energetic and popular upperclassman with a love for cute things; Kaoru Tanamachi, his childhood friend who harbors secret feelings for him; Sae Nakata, the timid transfer student who is shy around men; Ai Nanasaki, a girl on the swim team who has a bad first impression of Junichi; Rihoko Sakurai, a childhood friend with a love for sweets; and Tsukasa Ayatsuji, a seemingly perfect class representative who has a hidden dark side. As Christmas Eve approaches, Junichi can only hope that this will be the year he will finally spend the holidays with the one he truly loves.",https://cdn.myanimelist.net/images/anime/10/78699.jpg,0.719611585147217,0.7358825564398439
2924,0.791504442691803,0.02825871668756,1.895618858759614,"Mystery, Drama, Romance",ef - a tale of memories.,TV,12,"Oct 7, 2007 to Dec 23, 2007",Rondo Robe,Sentai Filmworks,Shaft,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,"On Christmas Eve, Hiro Hirono runs into Miyako Miyamura, a frivolous girl who ""borrows"" his bicycle in order to chase down a purse thief. After Hiro finds his bicycle wrecked and Miyako unconscious, the two unexpectedly spend their Christmas Eve together, and when they discover they go to the same high school, their accidental relationship develops even further. This sparks the jealousy of Hiro's childhood friend Kei Shindou, whose pure approach to life catches the eye of Kyosuke Tsutsumi, a womanizing photographer searching for the perfect shot.

Elsewhere, Renji Asou, a boy who dreams of being a girl's knight in shining armor, has a chance encounter with Kei's twin sister—the overly shy Chihiro Shindou, who spends her time reading alone—at an abandoned train station. The two quickly become friends and eventually decide to write a novel together. However, when Renji discovers Chihiro's secret, a disability that causes her to have an eternally ephemeral memory, his childish ideals will be put to the test.

Guided by two mysterious adults, these youths' relationships intertwine in a heart-rending tale of love, rejection, acceptance, and memories.",https://cdn.myanimelist.net/images/anime/1246/107820.jpg,0.4948965012169032,0.7321828543968231
4744,0.6652058959007263,0.0001310159277636,2.352377261255329,"Harem, Comedy, Romance, Ecchi, School",あかね色に染まる坂,TV,12,"Oct 3, 2008 to Dec 19, 2008","Marvelous, feng, Delfi Sound, Pony Canyon Enterprise",Sentai Filmworks,TNK,Visual novel,25 min. per ep.,R+ - Mild Nudity,"Yuuhi Katagiri is not your average girl – she's the treasured daughter of the Katagiri family. She's generally kept under strict supervision, but one day ends up walking home from school on her own. This proves to be instant trouble when a group of boys start harassing her. Junichi Nagase, who was on his way home from a convenience store, sees the troubled Yuuhi and comes to her rescue. One of the boys recognized Junichi as the famed ""Geno Killer"" and they dash off. Yuuhi thanks Junichi and when she asked for his name, he just waves and leaves. Of course, he regrets trying to act cool in front of the beautiful girl right away, wishing he asked her name.

The following day, a transfer student joins Junichi's class – it's Yuuhi! She calls Junichi out as the ""Geno Killer"", the only name she remembers him by, and rumors about the two spread quickly. Matters are made worse when Junichi kisses Yuuhi due to a misunderstanding. And on top of all that, it turns out that Junichi is Yuuhi's fiancé!

Yuuhi doesn't see Junichi as someone worthy. But, she could not go against her father's wishes. The only thing that Yuuhi can do is live with Junichi in the house he shares with his little sister Minato, and prove that Junichi is not worthy to be her husband. Will she succeed in proving his unworthiness, or will she fall in love on the way?",https://cdn.myanimelist.net/images/anime/9/21525.jpg,0.9999999999999999,0.732164716720581
1965,0.7076699137687683,0.0001778963778633,2.7395889290541438,"Drama, Romance, Slice of Life, Supernatural",sola,TV,13,"Apr 7, 2007 to Jun 30, 2007",Lantis,Bandai Entertainment,Nomad,Manga,24 min. per ep.,PG-13 - Teens 13 or older,"Yorito Morimiya is obsessed with the sky. He especially loves taking pictures of its array of different faces—sunrises, sunsets, clouds. On one of his early-morning excursions to photograph the sunrise, Yorito meets a strange girl engaged in an argument with a vending machine. By the time that Yorito forces the girl's tomato juice out of the machine, she's vanished without a trace.

Sola follows the story of Yorito, his sister Aono, and their childhood friends Mana and Koyori Ishizuki, as well as that of a mysterious girl who appears and disappears, and who seems to harbor a dark secret. In a world where magic and the supernatural are never far below the surface and no one is who they seem to be, love and loneliness vie for supremacy beneath Yorito's sky.",https://cdn.myanimelist.net/images/anime/7/46119.jpg,0.8292363093386137,0.7319831928827374
2904,0.903411626815796,0.9025395512580872,0.7545858542075523,"Action, Military, Sci-Fi, Super Power, Drama, Mecha",コードギアス 反逆のルルーシュ 続編,TV,25,"Apr 6, 2008 to Sep 28, 2008","Bandai Visual, Mainichi Broadcasting System, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners","Funimation, Bandai Entertainment",Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),"One year has passed since the Black Rebellion, a failed uprising against the Holy Britannian Empire led by the masked vigilante Zero, who is now missing. At a loss without their revolutionary leader, Area 11's resistance group—the Black Knights—find themselves too powerless to combat the brutality inflicted upon the Elevens by Britannia, which has increased significantly in order to crush any hope of a future revolt. 

Lelouch Lamperouge, having lost all memory of his double life, is living peacefully alongside his friends as a high school student at Ashford Academy. His former partner C.C., unable to accept this turn of events, takes it upon herself to remind him of his past purpose, hoping that the mastermind Zero will rise once again to finish what he started, in this thrilling conclusion to the series.",https://cdn.myanimelist.net/images/anime/1088/135089.jpg,0.03549741883777587,0.729828785220192
3230,0.7331953644752502,0.000665562110953,2.686746447679764,"Adventure, Comedy, Fantasy",ドルアーガの塔 〜the Aegis of URUK〜,TV,12,"Apr 5, 2008 to Jun 21, 2008","Dentsu, Sotsu Music Publishing",Funimation,Gonzo,Game,25 min. per ep.,PG-13 - Teens 13 or older,"It is said that every few years, there is what's known as the ""Summer of Anu.""  During that summer, thanks to the divine protection of the sky-god Anu, all of the demons in the tower lose their power.  The country of Uruk has begun an invasion of the tower in order to suppress the demons.  They've built up positions inside the tower, with their sights set on getting to the upper levels.  The Uruk army knows that this is the third Summer of Anu-a perfect time to launch a mission to suppress the monster Druaga once and for all.  The army soldiers aren't the only ones in the tower, though.  An enitre city called Meskia has formed inside the tower's first floor.  It plays host not just to soldiers, but also to adventurers who have heard rumors about a legendary treasure called the Blue Crystal Rod, which is said to rest at the very top of the tower.  With all these different groups in the mix, each with its own agenda, one can only guess how things will play out during this unusual summer.

(Source:  Newtype Magazine)",https://cdn.myanimelist.net/images/anime/5/75646.jpg,0.7162990228509233,0.7298160961503848
4896,0.789460301399231,0.0082716923207044,2.575520812569539,"Mystery, Horror, Psychological, Supernatural",うみねこのなく頃に,TV,26,"Jul 2, 2009 to Dec 24, 2009","Geneon Universal Entertainment, Frontier Works, Sotsu, Movic","NIS America, Inc.",Studio Deen,Visual novel,23 min. per ep.,R - 17+ (violence & profanity),"Considered as the third installment in the highly popular When They Cry series by 07th Expansion, Umineko no Naku Koro ni takes place on the island of Rokkenjima, owned by the immensely wealthy Ushiromiya family. As customary per year, the entire family is gathering on the island for a conference that discusses the current financial situations of each respective person. Because of the family head's poor health, this year involves the topic of the head of the family's inheritance and how it will be distributed.

However, the family is unaware that the distribution of his wealth is the least of Ushiromiya Kinzou's (family head) concerns for this year's family conference. After being told that his end was approaching by his longtime friend and physician, Kinzou is desperate to meet his life's true love one last time: the Golden Witch, Beatrice. Having immersed himself in black magic for many of the later years in his life, Kinzou instigates a ceremony to revive his beloved upon his family's arrival on Rokkenjima. Soon after, a violent typhoon traps the family on the island and a string of mysterious murders commence, forcing the eighteen people on the island to fight for their lives in a deadly struggle between fantasy and reality.",https://cdn.myanimelist.net/images/anime/10/17709.jpg,0.4897275131287366,0.7295137437451321
3092,0.7318778038024902,0.0017165663884952,2.352377261255329,"Comedy, Drama, Romance, Shounen Ai",純情ロマンチカ,TV,12,"Apr 11, 2008 to Jun 27, 2008","Frontier Works, Kadokawa Shoten, Memory-Tech, Romantica club !!",Nozomi Entertainment,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,"High school student Misaki Takahashi returns home to see his older brother being fondled by an unknown man. Bewildered by such a sight, Misaki finds out that the stranger is actually Akihiko Usami, a popular novelist and his brother's best friend. With the two of them slowly becoming acquainted, Akihiko ends up as Misaki's private tutor. However, after stumbling upon the author's latest boys-love novel, Misaki becomes uncertain whether or not to trust Akihiko regarding his friendship with the student's brother.

Elsewhere, Hiroki Kamijou, a university teacher of classical literature and Akihiko's friend, is grieving a failed romance. While on the edge of a mental breakdown, he meets student Nowaki Kusama, who wants his help for an upcoming exam. Despite denying Nowaki's request numerous times, Hiroki eventually lends him a hand. As the two get closer, more revelations about the student are made.

Furthermore, when wealthy teenager Shinobu Takatsuki finds out that his older sister has divorced Hiroki's coworker You Miyagi, he immediately wants to date the same man—as he saved Shinobu from a robbery three years prior. Even so, You does not feel the same way and attempts to scare him off. However, the educator soon realizes that Shinobu will do anything for their destined romance.

Junjou Romantica collects three love stories, narrating every couple's romance.",https://cdn.myanimelist.net/images/anime/7/8811.jpg,0.7121477828116289,0.727931799604318
4752,0.762652575969696,0.0140187116339802,1.9090418790917547,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",ヴァンパイア騎士〈ナイト〉Guilty,TV,13,"Oct 7, 2008 to Dec 30, 2008","TV Tokyo, Aniplex",VIZ Media,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,"When the missing Zero Kiryuu returns to Cross Academy, Yuuki Cross is relieved to see him safe, but finds that Zero has changed in more ways than one. As a result of choices he made, Zero is plagued by visions, and he seeks to uncover the reason behind them—unaware that the answers may be much closer than he thinks.

Soon Yuuki also begins to be tormented by ghastly hallucinations, and she seeks an explanation about her shrouded past from the only one who can provide clarity: Pureblood vampire Kaname Kuran, who is closest to her heart. But what will happen when the truth is finally revealed?",https://cdn.myanimelist.net/images/anime/3/10075.jpg,0.5880611006130774,0.7277342808983724
3470,0.7710123062133789,0.0099450070410966,2.1922295619556964,"Comedy, Romance, School, Shoujo",スペシャル・エー,TV,24,"Apr 7, 2008 to Sep 15, 2008",Showgate,Sentai Filmworks,"Gonzo, AIC",Manga,24 min. per ep.,PG-13 - Teens 13 or older,"Hikari Hanazono has always been able to do things that normal people cannot. As a child, she assumed no one could beat her—until she met Kei Takishima. Thinking she would win, Hikari challenged him to a match. But things didn’t go as planned; she lost not once but each time she rechallenged him. From that point on, she has sworn to best Kei at everything, ranging from academics to athletics.

To achieve her goal, Hikari enrolls in the same school as Kei—Hakusenkan, a prestigious institute for the wealthy. As a pair, they hold the top two rankings in school and are among seven of the academy's best students in a class known as Special A.

While Hikari treats Kei as a rival, she is completely oblivious that he harbors hidden feelings for her. Together, the members of Special A deal with competition, friendship, and just a bit of love.",https://cdn.myanimelist.net/images/anime/8/77363.jpg,0.5532804294975254,0.7274659308702083
17389,0.8451221585273743,0.0181019287556409,4.133665430616089,"Action, Military, Historical, Seinen",キングダム 第2シリーズ,TV,39,"Jun 8, 2013 to Mar 2, 2014",NHK,Funimation,Studio Pierrot,Manga,25 min. per ep.,R - 17+ (violence & profanity),"A year after the devastating battle against the formidable Zhao, the State of Qin has returned its focus to pursuing King Ying Zheng's ambition of conquering the other six states and unifying China. Their next target is Wei, a smaller state which stands as a geographic stepping stone for the sake of conquest.

Xin, now a three hundred man commander of the swiftly rising Fei Xin Unit, continues to seek out lofty achievements in order to garner recognition for himself and his soldiers, motivated by those previously lost in battle. In the preliminary battles ahead of Qin's invasion of Wei, Xin finds competition in other young commanders who are of a higher social status than him. Back in Qin, the royal palace faces turmoil as opposing factions begin to make their move against Ying Zheng's regime.

With their hands full both abroad and at home, Zheng and Xin must lead the way in this era of unending war, resolved to etch their names in history by creating a unified China.",https://cdn.myanimelist.net/images/anime/13/53589.jpg,0.2551624049316252,0.7271302078082246
338,0.8255749344825745,0.004687950015068,4.2321055034293416,"Military, Historical, Drama, Romance, Shoujo",ベルサイユのばら,TV,40,"Oct 10, 1979 to Sep 3, 1980",Nippon Television Network,"Nozomi Entertainment, Discotek Media",Tokyo Movie Shinsha,Manga,24 min. per ep.,PG-13 - Teens 13 or older,"In a time of class stratification and rising tensions amongst the impoverished population, the Austrian Empire sends Princess Marie Antoinette to France to be wed to Crown Prince Louis XVI. The political marriage is arranged to strengthen the alliance between both countries, but the future queen is deeply unsatisfied with her fate being decided for her. Upon arrival in the country, Marie Antoinette is acquainted with Oscar Fançois de Jarjayes—Commander of the Royal Guard.

Due to her father's desire for a son, Oscar is raised as a boy with an expectation to inherit his title as The Commander. Though she is revered by both men and women alike, Oscar cannot help but desire to live life as a woman instead of masquerading as a man. As Oscar reluctantly serves the young, spoiled queen, the growing resentment and suffering of the poor become harder for her to ignore—especially when Marie Antoinette frivolously spends her wealth.",https://cdn.myanimelist.net/images/anime/9/57043.jpg,0.3332410904783536,0.7271081656817303
4282,0.7501789927482605,0.003775370074436,2.331543174352487,"Action, Mystery, Supernatural, Drama, Romance, Thriller",劇場版 空の境界 the Garden of sinners 第五章『矛盾螺旋』,Movie,1,"Aug 16, 2008",Notes,Aniplex of America,ufotable,Light novel,1 hr. 54 min.,R - 17+ (violence & profanity),"In November 1998, a double homicide occurs at the newly constructed Ogawa apartment complex in the heart of Mifune City. The murderer, Tomoe Enjou, has fled in a panic. To his astonishment, he is not pursued by the police and news of the incident has not been reported through media outlets. After Shiki Ryougi defends Tomoe from a group of thugs, she allows him to use her residence as a hideout. However, a few days later, Tomoe is shaken to discover that his mother is alive, even though he is convinced that he killed her.
 
Coincidentally, Mikiya Kokutou is investigating a tip that his associate Touko Aozaki receives regarding the murder at the unique apartment complex. As he uncovers more information about the incident, Mikiya takes a particular interest in Tomoe. Deciding to investigate him further, Mikiya soon discovers the disturbing truth of the foreboding Ogawa complex.

The fifth installment of the Kara no Kyoukai film series, Mujun Rasen combines an intricately constructed mystery with established themes and characters to produce a dark, thought-provoking story.",https://cdn.myanimelist.net/images/anime/1574/112838.jpg,0.6295414967814045,0.7260514935548893
3229,0.7052823901176453,0.0001119136941269,2.9646723451861794,"Comedy, Ecchi, Harem, Parody, Romance",君が主で執事が俺で,TV,13,"Jan 6, 2008 to Mar 30, 2008","Lantis, Studio Jack, Good Smile Company",Unknown,A.C.G.T.,Visual novel,25 min. per ep.,R+ - Mild Nudity,"Based On a Visual Novel developed by Minato Soft.

Due to family troubles, Ren Uesugi and his sister, Mihato, leave their home. They end up moving to the city but find themselves with a lack of money. Somehow they are able to find work in the form of the Kuonji family's mansion, being employed as servants to the three sisters of the Kuonji family: Shinra, Miyu, and Yume. Being a servant also associates Ren with the mansion's additional servants and the Kuonji sisters' friends.

(Source: Wikipedia)",https://cdn.myanimelist.net/images/anime/5/21532.jpg,0.8074044802871699,0.7257068081515502
5678,0.763312578201294,0.0015770280733704,2.9550104342744423,"Comedy, Drama, Romance, Fantasy",こばと。,TV,24,"Oct 6, 2009 to Mar 23, 2010","NHK, NHK-BS2",Sentai Filmworks,Madhouse,Manga,24 min. per ep.,PG-13 - Teens 13 or older,"The friendly and sincere Kobato Hanato has a wish to go to a particular place no matter what. To fulfill this desire, she is tasked with helping people in their times of distress. For each mended broken heart, a small candy-like fragment is produced and fills a special bottle. Once the bottle is full, her wish will be granted.

As Kobato carries out her mission alongside her stuffed toy companion, Ioryogi, she encounters various people troubled by their different situations. From a child struggling with his parents, a high school girl troubled about romance, and everything in between, Kobato's naturally sweet smile and outgoing personality are ready to brighten their day!",https://cdn.myanimelist.net/images/anime/8/79838.jpg,0.5744118167935727,0.7255324259197498
1579,0.7149566411972046,0.0002617427380755,2.8458111423094508,"Harem, Music, Comedy, Drama, Magic, Romance, School, Shoujo",金色のコルダ ～primo passo～,TV,25,"Oct 2, 2006 to Mar 26, 2007","Aniplex, Hakusensha, Koei, TYO",Sentai Filmworks,Yumeta Company,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,"Seiso Academy is a prestigious high school that sorts students into two majors: General Studies, characterized by distinct grey uniforms, and Music Studies, characterized by pristine white uniforms. While rushing to class one morning, General Studies student Kahoko Hino has a chance encounter with Lili, a small fairy searching for someone with the ability to see her. Lili flies away, and Kahoko, puzzled by their meeting, continues on her way.

Later that day, the participants of a school-wide music competition are announced, and all of them are, unsurprisingly, Music Studies students—at least until Kahoko's name is read out. Immediately tracking down Lili, the small fairy gifts Kahoko a magical violin and convinces her to participate in the competition.

Kiniro no Corda: Primo Passo follows Kahoko's endeavors alongside Lili, as the young student must now face the challenges of competition and go head-to-head against her competitors while navigating a new world of classical music.",https://cdn.myanimelist.net/images/anime/9/7228.jpg,0.7625603095733812,0.7244773748724399
